*NC(=N)c1ccc(NC(=O)c2cccc(NC(=O)c3ccccc3Br)c2C(*)=O)cc1F
*Nc1ccc(Cl)c(F)c1NC(=O)C1=c2cc3ccccc3cc2=C(C(*)=O)C(=O)C1=O
*Nc1cc(NC(=O)c2c(Br)c(Br)c(Br)c(Br)c2C(=O)N2CCCC2C(*)=O)c(OC)cc1F
*Nc1ccc(Sc2ccc(NC(=O)CN(CC(*)=O)C(=O)c3ccc(F)cc3)cn2)nc1
*Nc1cc(F)cc(S(=O)(=O)NC(=O)C(C(*)=O)C2c3ccccc3Sc3ccccc32)c1
*Nc1ccc(NC(=O)c2cccc(NC(=S)Nc3cccc(C(*)=O)c3)c2)c(F)c1C#N
*Nc1cc(S(=O)(=O)NC(=O)c2ccc(NS(=O)(=O)c3cc(C(*)=O)ccc3Br)cc2)ccc1F
*NC(=S)c1ccc(C(=S)NC(=O)c2cc(NS(=O)(=O)c3ccc(F)cc3)cc(C(*)=O)c2)cc1
*Nc1nc(C(=O)OC)c(NC(=O)CC(CC(*)=O)c2ccc(Br)cc2F)nc1C(=O)OC
*Nc1ccc(C(=O)O)c(NC(=O)c2cccc(NC(=O)c3ccccc3Br)c2C(*)=O)c1F
*Nc1cccc(Br)c1S(=O)(=O)NC(=O)c1ccccc1C(=O)Nc1c(F)cccc1C(*)=O
*Nc1cc(F)cc(C(=O)O)c1NC(=O)c1ccc2ccc3ccc(C(*)=O)nc3c2n1
*Nc1ccc(C(=O)OC)c(NC(=O)c2cc(OCc3ccncc3)cc(C(*)=O)c2)c1F
*Nc1ccc(NC(=O)CSc2nc3ccccc3nc2SCC(*)=O)c(F)c1CC#N
*Nc1ccc(OC)c(NC(=O)CSSCC(*)=O)c1F
*NC(=S)Nc1cc(OC)c(NC(=S)NC(=O)c2ccc(C(*)=O)c(F)c2F)cc1OC
*Nc1cc(F)c(NC(=O)C(CC2CCC2)C(*)=O)cc1O
*Nc1ccc(Br)c(F)c1NC(=O)CSC(C)SCC(*)=O
*Nc1[nH]c(=S)[nH]c(=O)c1NC(=O)C(F)C(*)=O
*Nc1cc(F)cc(NC(=O)C2CCCC(C(*)=O)N2)c1Br
*Nc1cc(C)cc(NC(=O)c2cc(C(*)=O)[nH]n2)c1F
*Nc1ccc(F)c(NC(=O)c2cc(COC3CCCCO3)cc(C(*)=O)c2)c1F
*Nc1ccc(Cl)c(F)c1NC(=O)CC(S)C(*)=O
