Category,comment/name,DOI,units,temperature,cation1,cation1_conc,cation2,cation2_conc,cation3,cation3_conc,cation4,cation4_conc,cation5,cation5_conc,cation6,cation6_conc,cation7,cation7_conc,cation8,cation8_conc,anion1,anion1_conc,anion2,anion2_conc,anion3,anion3_conc,anion4,anion4_conc,anion5,anion5_conc,anion6,anion6_conc,anion7,anion7_conc,anion8,anion8_conc,solvent1,solvent1_ratio,solvent2,solvent2_ratio,solvent3,solvent3_ratio,solvent4,solvent4_ratio,solvent5,solvent5_ratio,solvent6,solvent6_ratio,solvent7,solvent7_ratio,solvent8,solvent8_ratio,category
,protic-19-maxT-highconc,,volume,364.7208333333333,V+3,0.0384361709820421,Cs+,0.0384361709820421,,,,,,,,,,,,,C2F6NO4S2-,0.0384361709820421,C2H4O2-2,0.0384361709820421,AsF6-,0.0384361709820421,,,,,,,,,,,C4H11NO,3.0,C3H8O,2.0,C2H6O2,1.0,,,,,,,,,,,random
,IL-20-minT-lowconc,,volume,300.0,V+2,0.0090422542159399,Fe+2,0.0090422542159399,Y+3,0.0090422542159399,,,,,,,,,,,CHO3-,0.0632957795115796,,,,,,,,,,,,,,,C9H20N+piper,1.0,C5H14NO+,1.0,C6H11N2+,1.0,F6P-,3.0,,,,,,,,,random
,IL-20-maxT-lowconc,,volume,400.0,V+2,0.0090422542159399,Fe+2,0.0090422542159399,Y+3,0.0090422542159399,,,,,,,,,,,CHO3-,0.0632957795115796,,,,,,,,,,,,,,,C9H20N+piper,1.0,C5H14NO+,1.0,C6H11N2+,1.0,F6P-,3.0,,,,,,,,,random
,IL-20-minT-highconc,,volume,300.0,V+2,0.019218085491021,Fe+2,0.019218085491021,Y+3,0.019218085491021,,,,,,,,,,,CHO3-,0.1345265984371474,,,,,,,,,,,,,,,C9H20N+piper,1.0,C5H14NO+,1.0,C6H11N2+,1.0,F6P-,3.0,,,,,,,,,random
,IL-20-maxT-highconc,,volume,400.0,V+2,0.019218085491021,Fe+2,0.019218085491021,Y+3,0.019218085491021,,,,,,,,,,,CHO3-,0.1345265984371474,,,,,,,,,,,,,,,C9H20N+piper,1.0,C5H14NO+,1.0,C6H11N2+,1.0,F6P-,3.0,,,,,,,,,random
,protic-21-minT-lowconc,,volume,273.105,Y+3,0.0180845084318799,Al+3,0.0180845084318799,,,,,,,,,,,,,O4S-2,0.0542535252956397,,,,,,,,,,,,,,,C2H6O2,3.0,,,,,,,,,,,,,,,random
,protic-21-maxT-lowconc,,volume,446.785,Y+3,0.0180845084318799,Al+3,0.0180845084318799,,,,,,,,,,,,,O4S-2,0.0542535252956397,,,,,,,,,,,,,,,C2H6O2,3.0,,,,,,,,,,,,,,,random
,protic-21-minT-highconc,,volume,273.105,Y+3,0.0384361709820421,Al+3,0.0384361709820421,,,,,,,,,,,,,O4S-2,0.1153085129461263,,,,,,,,,,,,,,,C2H6O2,3.0,,,,,,,,,,,,,,,random
,protic-21-maxT-highconc,,volume,446.785,Y+3,0.0384361709820421,Al+3,0.0384361709820421,,,,,,,,,,,,,O4S-2,0.1153085129461263,,,,,,,,,,,,,,,C2H6O2,3.0,,,,,,,,,,,,,,,random
,protic-22-minT-lowconc,,volume,166.95000000000002,Al+3,0.0113028177699249,Y+3,0.0113028177699249,,,,,,,,,,,,,C4H6F3O2-,0.0565140888496246,CH3O-,0.0113028177699249,,,,,,,,,,,,,C2H6O,1.0,,,,,,,,,,,,,,,random
,protic-22-maxT-lowconc,,volume,333.45,Al+3,0.0113028177699249,Y+3,0.0113028177699249,,,,,,,,,,,,,C4H6F3O2-,0.0565140888496246,CH3O-,0.0113028177699249,,,,,,,,,,,,,C2H6O,1.0,,,,,,,,,,,,,,,random
,protic-22-minT-highconc,,volume,166.95000000000002,Al+3,0.0240226068637763,Y+3,0.0240226068637763,,,,,,,,,,,,,C4H6F3O2-,0.1201130343188816,CH3O-,0.0240226068637763,,,,,,,,,,,,,C2H6O,1.0,,,,,,,,,,,,,,,random
,protic-22-maxT-highconc,,volume,333.45,Al+3,0.0240226068637763,Y+3,0.0240226068637763,,,,,,,,,,,,,C4H6F3O2-,0.1201130343188816,CH3O-,0.0240226068637763,,,,,,,,,,,,,C2H6O,1.0,,,,,,,,,,,,,,,random
,aprotic-23-minT-lowconc,,volume,306.70500000000004,Ni+2,0.0322937650569283,,,,,,,,,,,,,,,C4H6F3O2-,0.0322937650569283,Cl-,0.019376259034157,C2H4O2-2,0.0064587530113856,,,,,,,,,,,C4H8O2S,2.0,C2H4Br2,2.0,,,,,,,,,,,,,random
,aprotic-23-maxT-lowconc,,volume,457.9,Ni+2,0.0322937650569283,,,,,,,,,,,,,,,C4H6F3O2-,0.0322937650569283,Cl-,0.019376259034157,C2H4O2-2,0.0064587530113856,,,,,,,,,,,C4H8O2S,2.0,C2H4Br2,2.0,,,,,,,,,,,,,random
,aprotic-23-minT-highconc,,volume,306.70500000000004,Ni+2,0.0686360196107895,,,,,,,,,,,,,,,C4H6F3O2-,0.0686360196107895,Cl-,0.0411816117664737,C2H4O2-2,0.0137272039221579,,,,,,,,,,,C4H8O2S,2.0,C2H4Br2,2.0,,,,,,,,,,,,,random
,aprotic-23-maxT-highconc,,volume,457.9,Ni+2,0.0686360196107895,,,,,,,,,,,,,,,C4H6F3O2-,0.0686360196107895,Cl-,0.0411816117664737,C2H4O2-2,0.0137272039221579,,,,,,,,,,,C4H8O2S,2.0,C2H4Br2,2.0,,,,,,,,,,,,,random
,MS-24-minT,,number,1000.0,Ni+2,1.0,Ba+2,1.0,Pb+2,1.0,,,,,,,,,,,ClO4-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random
,MS-24-maxT,,number,1300.0,Ni+2,1.0,Ba+2,1.0,Pb+2,1.0,,,,,,,,,,,ClO4-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random
,aprotic-25-minT-lowconc,,volume,185.115,Y+3,0.0180845084318799,Ni+2,0.0180845084318799,,,,,,,,,,,,,CH3O-,0.0180845084318799,O4P-3,0.0180845084318799,AsF6-,0.0180845084318799,,,,,,,,,,,CH2Cl2,1.0,,,,,,,,,,,,,,,random
,aprotic-25-maxT-lowconc,,volume,296.97,Y+3,0.0180845084318799,Ni+2,0.0180845084318799,,,,,,,,,,,,,CH3O-,0.0180845084318799,O4P-3,0.0180845084318799,AsF6-,0.0180845084318799,,,,,,,,,,,CH2Cl2,1.0,,,,,,,,,,,,,,,random
,aprotic-25-minT-highconc,,volume,185.115,Y+3,0.0384361709820421,Ni+2,0.0384361709820421,,,,,,,,,,,,,CH3O-,0.0384361709820421,O4P-3,0.0384361709820421,AsF6-,0.0384361709820421,,,,,,,,,,,CH2Cl2,1.0,,,,,,,,,,,,,,,random
,aprotic-25-maxT-highconc,,volume,296.97,Y+3,0.0384361709820421,Ni+2,0.0384361709820421,,,,,,,,,,,,,CH3O-,0.0384361709820421,O4P-3,0.0384361709820421,AsF6-,0.0384361709820421,,,,,,,,,,,CH2Cl2,1.0,,,,,,,,,,,,,,,random
,aq-26-minT-lowconc,,volume,286.65000000000003,Y+3,0.0113028177699249,Cr+3,0.0113028177699249,,,,,,,,,,,,,C9H18NO-,0.0452112710796997,OH-,0.0113028177699249,F6P-,0.0113028177699249,,,,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,random
,aq-26-maxT-lowconc,,volume,354.35,Y+3,0.0113028177699249,Cr+3,0.0113028177699249,,,,,,,,,,,,,C9H18NO-,0.0452112710796997,OH-,0.0113028177699249,F6P-,0.0113028177699249,,,,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,random
,aq-26-minT-highconc,,volume,286.65000000000003,Y+3,0.0240226068637763,Cr+3,0.0240226068637763,,,,,,,,,,,,,C9H18NO-,0.0960904274551053,OH-,0.0240226068637763,F6P-,0.0240226068637763,,,,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,random
,aq-26-maxT-highconc,,volume,354.35,Y+3,0.0240226068637763,Cr+3,0.0240226068637763,,,,,,,,,,,,,C9H18NO-,0.0960904274551053,OH-,0.0240226068637763,F6P-,0.0240226068637763,,,,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,random
,aprotic-27-minT-lowconc,,volume,310.975,Pt+2,0.0075352118466166,Rb+,0.0376760592330831,Y+3,0.0075352118466166,,,,,,,,,,,O4S-2,0.0376760592330831,,,,,,,,,,,,,,,C4H8O3,2.0,C2H4O4S,1.0,,,,,,,,,,,,,random
,aprotic-27-maxT-lowconc,,volume,393.6166666666666,Pt+2,0.0075352118466166,Rb+,0.0376760592330831,Y+3,0.0075352118466166,,,,,,,,,,,O4S-2,0.0376760592330831,,,,,,,,,,,,,,,C4H8O3,2.0,C2H4O4S,1.0,,,,,,,,,,,,,random
,aprotic-27-minT-highconc,,volume,310.975,Pt+2,0.0160150712425175,Rb+,0.0800753562125877,Y+3,0.0160150712425175,,,,,,,,,,,O4S-2,0.0800753562125877,,,,,,,,,,,,,,,C4H8O3,2.0,C2H4O4S,1.0,,,,,,,,,,,,,random
,aprotic-27-maxT-highconc,,volume,393.6166666666666,Pt+2,0.0160150712425175,Rb+,0.0800753562125877,Y+3,0.0160150712425175,,,,,,,,,,,O4S-2,0.0800753562125877,,,,,,,,,,,,,,,C4H8O3,2.0,C2H4O4S,1.0,,,,,,,,,,,,,random
,protic-28-minT-lowconc,,volume,274.47,Rb+,0.0452112710796997,,,,,,,,,,,,,,,F-,0.0150704236932332,F2O2P-,0.0150704236932332,BH4-,0.0150704236932332,,,,,,,,,,,C9H19NO,3.0,C3H8O,2.0,,,,,,,,,,,,,random
,protic-28-maxT-lowconc,,volume,409.298,Rb+,0.0452112710796997,,,,,,,,,,,,,,,F-,0.0150704236932332,F2O2P-,0.0150704236932332,BH4-,0.0150704236932332,,,,,,,,,,,C9H19NO,3.0,C3H8O,2.0,,,,,,,,,,,,,random
,protic-28-minT-highconc,,volume,274.47,Rb+,0.0960904274551053,,,,,,,,,,,,,,,F-,0.0320301424850351,F2O2P-,0.0320301424850351,BH4-,0.0320301424850351,,,,,,,,,,,C9H19NO,3.0,C3H8O,2.0,,,,,,,,,,,,,random
,protic-28-maxT-highconc,,volume,409.298,Rb+,0.0960904274551053,,,,,,,,,,,,,,,F-,0.0320301424850351,F2O2P-,0.0320301424850351,BH4-,0.0320301424850351,,,,,,,,,,,C9H19NO,3.0,C3H8O,2.0,,,,,,,,,,,,,random
,IL-29-minT-lowconc,,volume,300.0,Co+2,0.0150704236932332,Mn+2,0.0150704236932332,,,,,,,,,,,,,C9H18NO-,0.0452112710796997,CHO3-,0.0150704236932332,,,,,,,,,,,,,C12H14N2+2,1.0,F2NO4S2-,2.0,,,,,,,,,,,,,random
,IL-29-maxT-lowconc,,volume,400.0,Co+2,0.0150704236932332,Mn+2,0.0150704236932332,,,,,,,,,,,,,C9H18NO-,0.0452112710796997,CHO3-,0.0150704236932332,,,,,,,,,,,,,C12H14N2+2,1.0,F2NO4S2-,2.0,,,,,,,,,,,,,random
,IL-29-minT-highconc,,volume,300.0,Co+2,0.0320301424850351,Mn+2,0.0320301424850351,,,,,,,,,,,,,C9H18NO-,0.0960904274551053,CHO3-,0.0320301424850351,,,,,,,,,,,,,C12H14N2+2,1.0,F2NO4S2-,2.0,,,,,,,,,,,,,random
,IL-29-maxT-highconc,,volume,400.0,Co+2,0.0320301424850351,Mn+2,0.0320301424850351,,,,,,,,,,,,,C9H18NO-,0.0960904274551053,CHO3-,0.0320301424850351,,,,,,,,,,,,,C12H14N2+2,1.0,F2NO4S2-,2.0,,,,,,,,,,,,,random
,aprotic-30-minT-lowconc,,volume,251.286,OV+2,0.0301408473864664,,,,,,,,,,,,,,,C4H6F3O2-,0.0602816947729329,,,,,,,,,,,,,,,CH3NO2,1.0,C4H6O3,3.0,C6H18N3OP,1.0,,,,,,,,,,,random
,aprotic-30-maxT-lowconc,,volume,460.598,OV+2,0.0301408473864664,,,,,,,,,,,,,,,C4H6F3O2-,0.0602816947729329,,,,,,,,,,,,,,,CH3NO2,1.0,C4H6O3,3.0,C6H18N3OP,1.0,,,,,,,,,,,random
,aprotic-30-minT-highconc,,volume,251.286,OV+2,0.0640602849700702,,,,,,,,,,,,,,,C4H6F3O2-,0.1281205699401404,,,,,,,,,,,,,,,CH3NO2,1.0,C4H6O3,3.0,C6H18N3OP,1.0,,,,,,,,,,,random
,aprotic-30-maxT-highconc,,volume,460.598,OV+2,0.0640602849700702,,,,,,,,,,,,,,,C4H6F3O2-,0.1281205699401404,,,,,,,,,,,,,,,CH3NO2,1.0,C4H6O3,3.0,C6H18N3OP,1.0,,,,,,,,,,,random
,protic-31-minT-lowconc,,volume,193.2,Tl+3,0.0226056355398498,,,,,,,,,,,,,,,F2O2P-,0.0678169066195496,,,,,,,,,,,,,,,C3H8O,1.0,,,,,,,,,,,,,,,random
,protic-31-maxT-lowconc,,volume,337.82,Tl+3,0.0226056355398498,,,,,,,,,,,,,,,F2O2P-,0.0678169066195496,,,,,,,,,,,,,,,C3H8O,1.0,,,,,,,,,,,,,,,random
,protic-31-minT-highconc,,volume,193.2,Tl+3,0.0480452137275526,,,,,,,,,,,,,,,F2O2P-,0.1441356411826579,,,,,,,,,,,,,,,C3H8O,1.0,,,,,,,,,,,,,,,random
,protic-31-maxT-highconc,,volume,337.82,Tl+3,0.0480452137275526,,,,,,,,,,,,,,,F2O2P-,0.1441356411826579,,,,,,,,,,,,,,,C3H8O,1.0,,,,,,,,,,,,,,,random
,protic-32-minT-lowconc,,volume,200.55,Fe+3,0.0258350120455427,,,,,,,,,,,,,,,ClO4-,0.038752518068314,O4S-2,0.0129175060227713,C4BO8-,0.0129175060227713,,,,,,,,,,,C4H11NO,3.0,C2H6O,3.0,,,,,,,,,,,,,random
,protic-32-maxT-lowconc,,volume,344.375,Fe+3,0.0258350120455427,,,,,,,,,,,,,,,ClO4-,0.038752518068314,O4S-2,0.0129175060227713,C4BO8-,0.0129175060227713,,,,,,,,,,,C4H11NO,3.0,C2H6O,3.0,,,,,,,,,,,,,random
,protic-32-minT-highconc,,volume,200.55,Fe+3,0.0549088156886316,,,,,,,,,,,,,,,ClO4-,0.0823632235329474,O4S-2,0.0274544078443158,C4BO8-,0.0274544078443158,,,,,,,,,,,C4H11NO,3.0,C2H6O,3.0,,,,,,,,,,,,,random
,protic-32-maxT-highconc,,volume,344.375,Fe+3,0.0549088156886316,,,,,,,,,,,,,,,ClO4-,0.0823632235329474,O4S-2,0.0274544078443158,C4BO8-,0.0274544078443158,,,,,,,,,,,C4H11NO,3.0,C2H6O,3.0,,,,,,,,,,,,,random
,IL-33-minT-lowconc,,volume,300.0,Zn+2,0.0301408473864664,,,,,,,,,,,,,,,F2O2P-,0.0602816947729329,,,,,,,,,,,,,,,C12H14N2+2,1.0,C9H20N+pyro,1.0,AsF6-,1.0,CHO3-,1.0,,,,,,,,,random
,IL-33-maxT-lowconc,,volume,400.0,Zn+2,0.0301408473864664,,,,,,,,,,,,,,,F2O2P-,0.0602816947729329,,,,,,,,,,,,,,,C12H14N2+2,1.0,C9H20N+pyro,1.0,AsF6-,1.0,CHO3-,1.0,,,,,,,,,random
,IL-33-minT-highconc,,volume,300.0,Zn+2,0.0640602849700702,,,,,,,,,,,,,,,F2O2P-,0.1281205699401404,,,,,,,,,,,,,,,C12H14N2+2,1.0,C9H20N+pyro,1.0,AsF6-,1.0,CHO3-,1.0,,,,,,,,,random
,IL-33-maxT-highconc,,volume,400.0,Zn+2,0.0640602849700702,,,,,,,,,,,,,,,F2O2P-,0.1281205699401404,,,,,,,,,,,,,,,C12H14N2+2,1.0,C9H20N+pyro,1.0,AsF6-,1.0,CHO3-,1.0,,,,,,,,,random
,IL-34-minT-lowconc,,volume,300.0,Al+3,0.0226056355398498,,,,,,,,,,,,,,,C4H6F3O2-,0.0226056355398498,CHO3-,0.0226056355398498,ClO4-,0.0226056355398498,,,,,,,,,,,C6H11N2+,1.0,C16H36P+,1.0,C5H14NO+,1.0,F6P-,1.0,,,,,,,,,random
,IL-34-maxT-lowconc,,volume,400.0,Al+3,0.0226056355398498,,,,,,,,,,,,,,,C4H6F3O2-,0.0226056355398498,CHO3-,0.0226056355398498,ClO4-,0.0226056355398498,,,,,,,,,,,C6H11N2+,1.0,C16H36P+,1.0,C5H14NO+,1.0,F6P-,1.0,,,,,,,,,random
,IL-34-minT-highconc,,volume,300.0,Al+3,0.0480452137275526,,,,,,,,,,,,,,,C4H6F3O2-,0.0480452137275526,CHO3-,0.0480452137275526,ClO4-,0.0480452137275526,,,,,,,,,,,C6H11N2+,1.0,C16H36P+,1.0,C5H14NO+,1.0,F6P-,1.0,,,,,,,,,random
,IL-34-maxT-highconc,,volume,400.0,Al+3,0.0480452137275526,,,,,,,,,,,,,,,C4H6F3O2-,0.0480452137275526,CHO3-,0.0480452137275526,ClO4-,0.0480452137275526,,,,,,,,,,,C6H11N2+,1.0,C16H36P+,1.0,C5H14NO+,1.0,F6P-,1.0,,,,,,,,,random
,IL-35-minT-lowconc,,volume,300.0,In+3,0.0150704236932332,Rb+,0.0150704236932332,,,,,,,,,,,,,C2H5O-,0.0602816947729329,,,,,,,,,,,,,,,C3H8NO+,3.0,F6P-,1.0,F2NO4S2-,1.0,NO3-,1.0,,,,,,,,,random
,IL-35-maxT-lowconc,,volume,400.0,In+3,0.0150704236932332,Rb+,0.0150704236932332,,,,,,,,,,,,,C2H5O-,0.0602816947729329,,,,,,,,,,,,,,,C3H8NO+,3.0,F6P-,1.0,F2NO4S2-,1.0,NO3-,1.0,,,,,,,,,random
,IL-35-minT-highconc,,volume,300.0,In+3,0.0320301424850351,Rb+,0.0320301424850351,,,,,,,,,,,,,C2H5O-,0.1281205699401404,,,,,,,,,,,,,,,C3H8NO+,3.0,F6P-,1.0,F2NO4S2-,1.0,NO3-,1.0,,,,,,,,,random
,IL-35-maxT-highconc,,volume,400.0,In+3,0.0320301424850351,Rb+,0.0320301424850351,,,,,,,,,,,,,C2H5O-,0.1281205699401404,,,,,,,,,,,,,,,C3H8NO+,3.0,F6P-,1.0,F2NO4S2-,1.0,NO3-,1.0,,,,,,,,,random
,protic-36-minT-lowconc,,volume,239.4,OV+2,0.0113028177699249,Ag+,0.0113028177699249,Pt+2,0.0113028177699249,,,,,,,,,,,BH4-,0.0339084533097748,CF3O3S-,0.0113028177699249,CH3O-,0.0113028177699249,,,,,,,,,,,C4H11NO,1.0,,,,,,,,,,,,,,,random
,protic-36-maxT-lowconc,,volume,371.45,OV+2,0.0113028177699249,Ag+,0.0113028177699249,Pt+2,0.0113028177699249,,,,,,,,,,,BH4-,0.0339084533097748,CF3O3S-,0.0113028177699249,CH3O-,0.0113028177699249,,,,,,,,,,,C4H11NO,1.0,,,,,,,,,,,,,,,random
,protic-36-minT-highconc,,volume,239.4,OV+2,0.0240226068637763,Ag+,0.0240226068637763,Pt+2,0.0240226068637763,,,,,,,,,,,BH4-,0.0720678205913289,CF3O3S-,0.0240226068637763,CH3O-,0.0240226068637763,,,,,,,,,,,C4H11NO,1.0,,,,,,,,,,,,,,,random
,protic-36-maxT-highconc,,volume,371.45,OV+2,0.0240226068637763,Ag+,0.0240226068637763,Pt+2,0.0240226068637763,,,,,,,,,,,BH4-,0.0720678205913289,CF3O3S-,0.0240226068637763,CH3O-,0.0240226068637763,,,,,,,,,,,C4H11NO,1.0,,,,,,,,,,,,,,,random
,aprotic-37-minT-lowconc,,volume,291.165,Ti+,0.0361690168637598,Ni+2,0.0090422542159399,Pd+2,0.0090422542159399,,,,,,,,,,,O4S-2,0.0361690168637598,,,,,,,,,,,,,,,C3H4O3,3.0,C4H7N,1.0,C2H6OS,1.0,,,,,,,,,,,random
,aprotic-37-maxT-lowconc,,volume,459.0399999999999,Ti+,0.0361690168637598,Ni+2,0.0090422542159399,Pd+2,0.0090422542159399,,,,,,,,,,,O4S-2,0.0361690168637598,,,,,,,,,,,,,,,C3H4O3,3.0,C4H7N,1.0,C2H6OS,1.0,,,,,,,,,,,random
,aprotic-37-minT-highconc,,volume,291.165,Ti+,0.0768723419640842,Ni+2,0.019218085491021,Pd+2,0.019218085491021,,,,,,,,,,,O4S-2,0.0768723419640842,,,,,,,,,,,,,,,C3H4O3,3.0,C4H7N,1.0,C2H6OS,1.0,,,,,,,,,,,random
,aprotic-37-maxT-highconc,,volume,459.0399999999999,Ti+,0.0768723419640842,Ni+2,0.019218085491021,Pd+2,0.019218085491021,,,,,,,,,,,O4S-2,0.0768723419640842,,,,,,,,,,,,,,,C3H4O3,3.0,C4H7N,1.0,C2H6OS,1.0,,,,,,,,,,,random
,protic-38-minT-lowconc,,volume,426.3,Be+2,0.0150704236932332,Pb+2,0.0150704236932332,,,,,,,,,,,,,CHO3-,0.0602816947729329,,,,,,,,,,,,,,,CH4N2O,1.0,,,,,,,,,,,,,,,random
,protic-38-maxT-lowconc,,volume,430.35,Be+2,0.0150704236932332,Pb+2,0.0150704236932332,,,,,,,,,,,,,CHO3-,0.0602816947729329,,,,,,,,,,,,,,,CH4N2O,1.0,,,,,,,,,,,,,,,random
,protic-38-minT-highconc,,volume,426.3,Be+2,0.0320301424850351,Pb+2,0.0320301424850351,,,,,,,,,,,,,CHO3-,0.1281205699401404,,,,,,,,,,,,,,,CH4N2O,1.0,,,,,,,,,,,,,,,random
,protic-38-maxT-highconc,,volume,430.35,Be+2,0.0320301424850351,Pb+2,0.0320301424850351,,,,,,,,,,,,,CHO3-,0.1281205699401404,,,,,,,,,,,,,,,CH4N2O,1.0,,,,,,,,,,,,,,,random
,aprotic-39-minT-lowconc,,volume,297.36,O2V+,0.0150704236932332,Al+3,0.0150704236932332,,,,,,,,,,,,,C4BO8-,0.0602816947729329,,,,,,,,,,,,,,,C2H4Br2,3.0,,,,,,,,,,,,,,,random
,aprotic-39-maxT-lowconc,,volume,385.7,O2V+,0.0150704236932332,Al+3,0.0150704236932332,,,,,,,,,,,,,C4BO8-,0.0602816947729329,,,,,,,,,,,,,,,C2H4Br2,3.0,,,,,,,,,,,,,,,random
,aprotic-39-minT-highconc,,volume,297.36,O2V+,0.0320301424850351,Al+3,0.0320301424850351,,,,,,,,,,,,,C4BO8-,0.1281205699401404,,,,,,,,,,,,,,,C2H4Br2,3.0,,,,,,,,,,,,,,,random
,aprotic-39-maxT-highconc,,volume,385.7,O2V+,0.0320301424850351,Al+3,0.0320301424850351,,,,,,,,,,,,,C4BO8-,0.1281205699401404,,,,,,,,,,,,,,,C2H4Br2,3.0,,,,,,,,,,,,,,,random
,aprotic-40-minT-lowconc,,volume,275.54100000000005,Cu+2,0.0301408473864664,,,,,,,,,,,,,,,C2F6NO4S2-,0.0602816947729329,,,,,,,,,,,,,,,C2H4Cl2-ethane,2.0,C6H5NO2,3.0,,,,,,,,,,,,,random
,aprotic-40-maxT-lowconc,,volume,411.103,Cu+2,0.0301408473864664,,,,,,,,,,,,,,,C2F6NO4S2-,0.0602816947729329,,,,,,,,,,,,,,,C2H4Cl2-ethane,2.0,C6H5NO2,3.0,,,,,,,,,,,,,random
,aprotic-40-minT-highconc,,volume,275.54100000000005,Cu+2,0.0640602849700702,,,,,,,,,,,,,,,C2F6NO4S2-,0.1281205699401404,,,,,,,,,,,,,,,C2H4Cl2-ethane,2.0,C6H5NO2,3.0,,,,,,,,,,,,,random
,aprotic-40-maxT-highconc,,volume,411.103,Cu+2,0.0640602849700702,,,,,,,,,,,,,,,C2F6NO4S2-,0.1281205699401404,,,,,,,,,,,,,,,C2H4Cl2-ethane,2.0,C6H5NO2,3.0,,,,,,,,,,,,,random
,IL-41-minT-lowconc,,volume,300.0,Pd+2,0.0082202311053999,Y+3,0.0082202311053999,V+3,0.0082202311053999,,,,,,,,,,,C4BO8-,0.0657618488431996,,,,,,,,,,,,,,,C6H11N2+,3.0,C2H3O2-,1.0,Cl-,1.0,F6P-,1.0,,,,,,,,,random
,IL-41-maxT-lowconc,,volume,400.0,Pd+2,0.0082202311053999,Y+3,0.0082202311053999,V+3,0.0082202311053999,,,,,,,,,,,C4BO8-,0.0657618488431996,,,,,,,,,,,,,,,C6H11N2+,3.0,C2H3O2-,1.0,Cl-,1.0,F6P-,1.0,,,,,,,,,random
,IL-41-minT-highconc,,volume,300.0,Pd+2,0.0174709868100191,Y+3,0.0174709868100191,V+3,0.0174709868100191,,,,,,,,,,,C4BO8-,0.1397678944801531,,,,,,,,,,,,,,,C6H11N2+,3.0,C2H3O2-,1.0,Cl-,1.0,F6P-,1.0,,,,,,,,,random
,IL-41-maxT-highconc,,volume,400.0,Pd+2,0.0174709868100191,Y+3,0.0174709868100191,V+3,0.0174709868100191,,,,,,,,,,,C4BO8-,0.1397678944801531,,,,,,,,,,,,,,,C6H11N2+,3.0,C2H3O2-,1.0,Cl-,1.0,F6P-,1.0,,,,,,,,,random
,protic-42-minT-lowconc,,volume,279.8775,Sr+2,0.0113028177699249,Mn+2,0.0113028177699249,Cs+,0.0113028177699249,,,,,,,,,,,I-,0.0452112710796997,C4BO8-,0.0113028177699249,,,,,,,,,,,,,H2O,3.0,C2H6O2,3.0,,,,,,,,,,,,,random
,protic-42-maxT-lowconc,,volume,400.5675,Sr+2,0.0113028177699249,Mn+2,0.0113028177699249,Cs+,0.0113028177699249,,,,,,,,,,,I-,0.0452112710796997,C4BO8-,0.0113028177699249,,,,,,,,,,,,,H2O,3.0,C2H6O2,3.0,,,,,,,,,,,,,random
,protic-42-minT-highconc,,volume,279.8775,Sr+2,0.0240226068637763,Mn+2,0.0240226068637763,Cs+,0.0240226068637763,,,,,,,,,,,I-,0.0960904274551053,C4BO8-,0.0240226068637763,,,,,,,,,,,,,H2O,3.0,C2H6O2,3.0,,,,,,,,,,,,,random
,protic-42-maxT-highconc,,volume,400.5675,Sr+2,0.0240226068637763,Mn+2,0.0240226068637763,Cs+,0.0240226068637763,,,,,,,,,,,I-,0.0960904274551053,C4BO8-,0.0240226068637763,,,,,,,,,,,,,H2O,3.0,C2H6O2,3.0,,,,,,,,,,,,,random
,aprotic-43-minT-lowconc,,volume,211.91100000000003,Cu+2,0.0090422542159399,In+3,0.0090422542159399,Pb+2,0.0090422542159399,,,,,,,,,,,C2H3O2-,0.0632957795115796,,,,,,,,,,,,,,,CH2Cl2,1.0,C3H9O4P,2.0,C4H8O2,2.0,,,,,,,,,,,random
,aprotic-43-maxT-lowconc,,volume,371.032,Cu+2,0.0090422542159399,In+3,0.0090422542159399,Pb+2,0.0090422542159399,,,,,,,,,,,C2H3O2-,0.0632957795115796,,,,,,,,,,,,,,,CH2Cl2,1.0,C3H9O4P,2.0,C4H8O2,2.0,,,,,,,,,,,random
,aprotic-43-minT-highconc,,volume,211.91100000000003,Cu+2,0.019218085491021,In+3,0.019218085491021,Pb+2,0.019218085491021,,,,,,,,,,,C2H3O2-,0.1345265984371474,,,,,,,,,,,,,,,CH2Cl2,1.0,C3H9O4P,2.0,C4H8O2,2.0,,,,,,,,,,,random
,aprotic-43-maxT-highconc,,volume,371.032,Cu+2,0.019218085491021,In+3,0.019218085491021,Pb+2,0.019218085491021,,,,,,,,,,,C2H3O2-,0.1345265984371474,,,,,,,,,,,,,,,CH2Cl2,1.0,C3H9O4P,2.0,C4H8O2,2.0,,,,,,,,,,,random
,protic-44-minT-lowconc,,volume,426.3,Y+3,0.0129175060227713,Zn+2,0.0129175060227713,,,,,,,,,,,,,F-,0.0645875301138567,,,,,,,,,,,,,,,CH4N2O,2.0,,,,,,,,,,,,,,,random
,protic-44-maxT-lowconc,,volume,430.35,Y+3,0.0129175060227713,Zn+2,0.0129175060227713,,,,,,,,,,,,,F-,0.0645875301138567,,,,,,,,,,,,,,,CH4N2O,2.0,,,,,,,,,,,,,,,random
