Category,comment/name,DOI,units,temperature,cation1,cation1_conc,cation2,cation2_conc,cation3,cation3_conc,cation4,cation4_conc,cation5,cation5_conc,cation6,cation6_conc,cation7,cation7_conc,cation8,cation8_conc,anion1,anion1_conc,anion2,anion2_conc,anion3,anion3_conc,anion4,anion4_conc,anion5,anion5_conc,anion6,anion6_conc,anion7,anion7_conc,anion8,anion8_conc,solvent1,solvent1_ratio,solvent2,solvent2_ratio,solvent3,solvent3_ratio,solvent4,solvent4_ratio,solvent5,solvent5_ratio,solvent6,solvent6_ratio,solvent7,solvent7_ratio,solvent8,solvent8_ratio,category
,protic-16-minT-highconc,,mass,286.65000000000003,H4N+,0.14413564118265795,,,,,,,,,,,,,,,O4P-3,0.04804521372755265,,,,,,,,,,,,,,,H2O,3,,,,,,,,,,,,,,,random
,protic-16-maxT-highconc,,mass,354.34999999999997,H4N+,0.14413564118265795,,,,,,,,,,,,,,,O4P-3,0.04804521372755265,,,,,,,,,,,,,,,H2O,3,,,,,,,,,,,,,,,random
,aprotic-17-minT-lowconc,,mass,239.4,Li+,0.04521127107969975,,,,,,,,,,,,,,,BH4-,0.04521127107969975,,,,,,,,,,,,,,,C2H3N,2,,,,,,,,,,,,,,,random
,aprotic-17-maxT-lowconc,,mass,337.25,Li+,0.04521127107969975,,,,,,,,,,,,,,,BH4-,0.04521127107969975,,,,,,,,,,,,,,,C2H3N,2,,,,,,,,,,,,,,,random
,aprotic-17-minT-highconc,,mass,239.4,Li+,0.0960904274551053,,,,,,,,,,,,,,,BH4-,0.0960904274551053,,,,,,,,,,,,,,,C2H3N,2,,,,,,,,,,,,,,,random
,aprotic-17-maxT-highconc,,mass,337.25,Li+,0.0960904274551053,,,,,,,,,,,,,,,BH4-,0.0960904274551053,,,,,,,,,,,,,,,C2H3N,2,,,,,,,,,,,,,,,random
,aprotic-18-minT-lowconc,,mass,239.4,Li+,0.04521127107969975,,,,,,,,,,,,,,,BH4-,0.04521127107969975,,,,,,,,,,,,,,,C2H3N,2,,,,,,,,,,,,,,,random
,aprotic-18-maxT-lowconc,,mass,337.25,Li+,0.04521127107969975,,,,,,,,,,,,,,,BH4-,0.04521127107969975,,,,,,,,,,,,,,,C2H3N,2,,,,,,,,,,,,,,,random
,aprotic-18-minT-highconc,,mass,239.4,Li+,0.0960904274551053,,,,,,,,,,,,,,,BH4-,0.0960904274551053,,,,,,,,,,,,,,,C2H3N,2,,,,,,,,,,,,,,,random
,aprotic-18-maxT-highconc,,mass,337.25,Li+,0.0960904274551053,,,,,,,,,,,,,,,BH4-,0.0960904274551053,,,,,,,,,,,,,,,C2H3N,2,,,,,,,,,,,,,,,random
,aprotic-19-minT-lowconc,,mass,185.115,Li+,0.04521127107969975,,,,,,,,,,,,,,,I-,0.04521127107969975,,,,,,,,,,,,,,,CH2Cl2,3,,,,,,,,,,,,,,,random
,aprotic-19-maxT-lowconc,,mass,296.97,Li+,0.04521127107969975,,,,,,,,,,,,,,,I-,0.04521127107969975,,,,,,,,,,,,,,,CH2Cl2,3,,,,,,,,,,,,,,,random
,aprotic-19-minT-highconc,,mass,185.115,Li+,0.0960904274551053,,,,,,,,,,,,,,,I-,0.0960904274551053,,,,,,,,,,,,,,,CH2Cl2,3,,,,,,,,,,,,,,,random
,aprotic-19-maxT-highconc,,mass,296.97,Li+,0.0960904274551053,,,,,,,,,,,,,,,I-,0.0960904274551053,,,,,,,,,,,,,,,CH2Cl2,3,,,,,,,,,,,,,,,random
,protic-20-minT-lowconc,,mass,286.65000000000003,H4N+,0.04521127107969975,,,,,,,,,,,,,,,OH-,0.04521127107969975,,,,,,,,,,,,,,,H2O,1,,,,,,,,,,,,,,,random
,protic-20-maxT-lowconc,,mass,354.34999999999997,H4N+,0.04521127107969975,,,,,,,,,,,,,,,OH-,0.04521127107969975,,,,,,,,,,,,,,,H2O,1,,,,,,,,,,,,,,,random
,protic-20-minT-highconc,,mass,286.65000000000003,H4N+,0.0960904274551053,,,,,,,,,,,,,,,OH-,0.0960904274551053,,,,,,,,,,,,,,,H2O,1,,,,,,,,,,,,,,,random
,protic-20-maxT-highconc,,mass,354.34999999999997,H4N+,0.0960904274551053,,,,,,,,,,,,,,,OH-,0.0960904274551053,,,,,,,,,,,,,,,H2O,1,,,,,,,,,,,,,,,random
